sample_id,video_path,status,keyframes_extracted
120574,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6955511729207921926.mp4,ok,6
120575,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6973040330618801414.mp4,ok,5
120576,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7012626744255515910.mp4,ok,3
120578,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7036942406511594758.mp4,ok,3
120581,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7089325404204371206.mp4,ok,2
120582,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7093657303949331717.mp4,ok,1
120584,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7100324194604289285.mp4,ok,5
120585,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7113233672966343941.mp4,ok,6
120586,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7123206297226382598.mp4,ok,6
120587,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7129196784471117061.mp4,ok,5
120588,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7139238192506490118.mp4,ok,6
120590,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7150499055045528837.mp4,ok,5
120591,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7153504064771230982.mp4,ok,3
120594,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7198257331233246470.mp4,ok,1
120595,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7215809897206746373.mp4,ok,6
120596,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6881080997232839938.mp4,ok,6
120597,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6943052229058366725.mp4,ok,6
120599,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7148532234671099142.mp4,ok,4
120600,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7172660294966267182.mp4,ok,1
120601,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7204980548651978026.mp4,ok,4
120604,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7214668647049022766.mp4,ok,2
120605,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7217629670030708010.mp4,ok,6
120606,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7163463416307289349.mp4,ok,2
120608,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7128251194681609478.mp4,ok,1
120609,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6894299064632904962.mp4,ok,2
120610,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6894333947900120321.mp4,ok,1
120611,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6895779328827641090.mp4,ok,4
120612,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6908797275493993730.mp4,ok,2
120613,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6919175642835602694.mp4,ok,1
120614,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6919479433820687621.mp4,ok,1
120616,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6933653142844230918.mp4,ok,1
120617,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6940373316754492678.mp4,ok,1
120618,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6991909631492771078.mp4,ok,1
120619,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6999604434674208006.mp4,ok,2
120621,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7061267462188207366.mp4,ok,1
120622,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7075356989060091141.mp4,ok,1
120623,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7096852189997534469.mp4,ok,1
120624,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7104307862687485189.mp4,ok,1
120625,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7110928752372108549.mp4,ok,2
120626,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7124669388413881606.mp4,ok,1
120627,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7125528213517913349.mp4,ok,3
120628,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7126296843096526085.mp4,ok,2
120629,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7141391608548789510.mp4,ok,1
120630,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7165235180960009477.mp4,ok,1
120631,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7196539737803361541.mp4,ok,6
120632,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7197822890467659014.mp4,ok,1
120634,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7222730519493053701.mp4,ok,1
120635,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6903285730244578562.mp4,ok,1
120636,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7044619926719581446.mp4,ok,1
120637,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7070943851829005573.mp4,ok,1
120638,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7083241878119877893.mp4,ok,6
120639,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7104308614575164677.mp4,ok,4
120640,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7118168955528727813.mp4,ok,6
120641,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7082231020048682246.mp4,ok,2
120642,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7090016730407308549.mp4,ok,6
120644,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7099478288724135173.mp4,ok,5
120645,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7120741860305276165.mp4,ok,1
120646,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7156028727980199174.mp4,ok,6
120649,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7007310615513517318.mp4,ok,2
120653,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7089146355964235054.mp4,ok,5
120654,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7090658873581030702.mp4,ok,6
120657,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7110804086508834054.mp4,ok,1
120658,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7136266054120066347.mp4,ok,4
120659,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7138886114143653125.mp4,ok,5
120660,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7139986626284997894.mp4,ok,6
120661,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7140818291735416069.mp4,ok,2
120662,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7144812695634840878.mp4,ok,3
120664,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7154796894236101934.mp4,ok,2
120666,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7184754886968397062.mp4,ok,2
120667,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7184896691252874502.mp4,ok,6
120668,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7221996257743555882.mp4,ok,1
120669,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7227139228788935941.mp4,ok,6
120670,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6871583838166977794.mp4,ok,1
120671,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6940414220282465541.mp4,ok,5
120673,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6977389549735464197.mp4,ok,2
120675,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7008280649593408773.mp4,ok,2
120676,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7012385072976383237.mp4,ok,2
120677,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7075653365119601926.mp4,ok,2
120678,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7108499820725259525.mp4,ok,2
120681,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6864205003368729858.mp4,ok,2
120682,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6895174353005104386.mp4,ok,1
120683,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6982361284876487938.mp4,ok,1
120684,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6998604808903085317.mp4,ok,1
120685,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7072714966486404357.mp4,ok,1
120686,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7127484373854702854.mp4,ok,4
120687,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7132914203253378310.mp4,ok,5
120688,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7133053554763287813.mp4,ok,4
120689,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7134889089463028998.mp4,ok,1
120690,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7136380543754669318.mp4,ok,3
120692,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7193074793120402694.mp4,ok,4
120694,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7193354290159815941.mp4,ok,4
120695,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7193366552765320453.mp4,ok,1
120697,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7194429717573930245.mp4,ok,1
120698,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7195031495155698949.mp4,ok,1
120700,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7195355366618664198.mp4,ok,2
120701,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7196476997793533190.mp4,ok,2
120702,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7197930685242428677.mp4,ok,3
120704,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7203159536872606981.mp4,ok,1
120705,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7204063039186898181.mp4,ok,2
120707,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7204209620963953962.mp4,ok,1
120708,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7074648057056382213.mp4,ok,1
120709,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7078019293530557738.mp4,ok,1
120711,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6821364482921532677.mp4,ok,1
120712,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6857996755691179265.mp4,ok,6
120713,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6878804765095070978.mp4,ok,1
120714,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7071936599830908165.mp4,ok,1
120716,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7187426153634778373.mp4,ok,4
120717,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7102720406003387654.mp4,ok,4
120718,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7104445404737047814.mp4,ok,6
120719,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7141753094613880070.mp4,ok,2
120720,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7147377643749461253.mp4,ok,2
120721,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7156861209797479723.mp4,ok,1
120723,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6842108764066204933.mp4,ok,3
120724,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6987742404434513158.mp4,ok,1
120726,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7077586853079174405.mp4,ok,1
120727,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7087426367150640390.mp4,ok,4
120728,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7141935831161359622.mp4,ok,2
120729,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7201979070979067141.mp4,ok,1
120731,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7225402381368888603.mp4,ok,1
120732,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7039086371855797510.mp4,ok,1
120733,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7107367408377040133.mp4,ok,6
120734,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6839438880689687814.mp4,ok,1
120735,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7085105539394325766.mp4,ok,1
120736,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7104394287005060357.mp4,ok,2
120737,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7111322361332239622.mp4,ok,6
120739,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7134313195530964230.mp4,ok,6
120740,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7135561969020439814.mp4,ok,6
120741,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7140687221660650758.mp4,ok,4
120742,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7143602079066623238.mp4,ok,1
120744,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7165922589175532805.mp4,ok,1
120745,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7166658098499767557.mp4,ok,6
120746,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7184129901321129222.mp4,ok,6
120747,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7189475117783682310.mp4,ok,6
120748,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7218356195663351046.mp4,ok,2
120749,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6937810426499501318.mp4,ok,1
120751,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6973097042889559302.mp4,ok,2
120753,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7101475179418930437.mp4,ok,1
120754,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7130421026617429253.mp4,ok,3
120755,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7164787217762733354.mp4,ok,6
120756,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7200469588620971270.mp4,ok,5
120757,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7220398586293538054.mp4,ok,3
120759,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6985331986432838918.mp4,ok,2
120760,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6990032010131623174.mp4,ok,1
120761,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6991641126738349318.mp4,ok,1
120762,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7008269310036593926.mp4,ok,1
120763,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7012037494300577029.mp4,ok,1
120764,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7051660895927160069.mp4,ok,1
120765,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7063265464184491270.mp4,ok,1
120767,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7122213735233621254.mp4,ok,3
120768,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7129656083760631046.mp4,ok,5
120769,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6892108676342107394.mp4,ok,1
120770,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6922475774150855942.mp4,ok,1
120771,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6923400853240007941.mp4,ok,6
120772,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7087267726804192518.mp4,ok,1
120773,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7208649847115681029.mp4,ok,1
120774,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7025315179265199406.mp4,ok,6
120775,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7039721668662643974.mp4,ok,1
120776,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7094966395070336262.mp4,ok,5
120778,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7128764706357054725.mp4,ok,2
120779,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7164140261239557419.mp4,ok,6
120781,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7195412347664551170.mp4,ok,1
120782,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7202651104415468805.mp4,ok,1
120783,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6832462493189770502.mp4,ok,3
120786,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6950126870100724997.mp4,ok,1
120787,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6963137696638176517.mp4,ok,1
120788,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6974605112186522885.mp4,ok,1
120789,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6995479876509666566.mp4,ok,1
120790,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7128798225103998213.mp4,ok,6
120791,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7143682904843947270.mp4,ok,1
120792,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7224900943647739163.mp4,ok,6
120793,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6955122998353448198.mp4,ok,2
120794,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6787274044489157894.mp4,ok,6
120795,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6803333889558465797.mp4,ok,2
120796,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6819735492104441094.mp4,ok,2
120797,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6853855871693245702.mp4,ok,2
120798,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6860310579282791686.mp4,ok,6
120799,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6879208312181689601.mp4,ok,1
120800,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6885123011901443329.mp4,ok,1
120801,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6989973936091958534.mp4,ok,1
120802,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6994584469881605382.mp4,ok,1
120803,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7013720292208037125.mp4,ok,1
120804,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7030133454129941765.mp4,ok,1
120806,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7113704322449362181.mp4,ok,1
120810,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6990166133231996165.mp4,ok,2
120811,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6993099043706539269.mp4,ok,6
120812,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7089744939394829573.mp4,ok,3
120813,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7169010060763352325.mp4,ok,6
120814,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7182399349400325381.mp4,ok,6
120815,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7115237328347614470.mp4,ok,1
120816,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6822423779956755718.mp4,ok,2
120818,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6847286596534848773.mp4,ok,5
120819,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6915839349368081670.mp4,ok,4
120820,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6990876582923537669.mp4,ok,1
120821,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7027547341439716614.mp4,ok,2
120823,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7124037854006725894.mp4,ok,2
120824,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7130743419684572462.mp4,ok,1
120825,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7139590887813696773.mp4,ok,1
120826,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7175967019676994862.mp4,ok,1
120827,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7187642925998820650.mp4,ok,1
120828,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7189393720955899142.mp4,ok,1
120829,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7143235125432569093.mp4,ok,6
120830,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7145982375250529541.mp4,ok,6
120831,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7146362581630995718.mp4,ok,6
120832,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7151554347812359429.mp4,ok,6
120833,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7153376370238721286.mp4,ok,6
120834,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7154542926192774405.mp4,ok,6
120835,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7034520817467690245.mp4,ok,1
120836,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7075887138176339205.mp4,ok,6
120837,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7122576833509428486.mp4,ok,4
120839,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7158170131296800006.mp4,ok,1
120840,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6932180721515695366.mp4,ok,6
120841,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6967404019279039749.mp4,ok,1
120842,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6968109401685200134.mp4,ok,2
120844,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6970117145929813253.mp4,ok,2
120845,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6971964877405474053.mp4,ok,5
120846,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7003133497300864261.mp4,ok,6
120847,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7008351689090600197.mp4,ok,1
120849,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7040607540308102406.mp4,ok,1
120850,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7080003037267381547.mp4,ok,2
120851,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7086295077718461701.mp4,ok,2
120852,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7088078857747582251.mp4,ok,4
120853,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7116251967168597291.mp4,ok,3
120854,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7119645472909708549.mp4,ok,5
120856,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7172341560099704110.mp4,ok,4
120858,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7204617950907682094.mp4,ok,6
120859,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6865024921613995269.mp4,ok,6
120860,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6894776707601927426.mp4,ok,2
120861,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6941071712012258565.mp4,ok,2
120862,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6950712709910498566.mp4,ok,6
120863,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6975598029864701190.mp4,ok,6
120864,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7059016269730680110.mp4,ok,5
120865,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7159729095083822379.mp4,ok,2
120868,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6955144800605621510.mp4,ok,6
120869,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6957717543289244933.mp4,ok,6
120870,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6958512269604998406.mp4,ok,4
120872,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6965663354090228997.mp4,ok,6
120873,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6965945528492264710.mp4,ok,3
120874,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6967472286513351941.mp4,ok,6
120875,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6970811882294758662.mp4,ok,5
120876,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6978595605941669125.mp4,ok,5
120877,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6984121533148974342.mp4,ok,6
